Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2013-14,20142 (Spring 2014),STAT 342 A,INTRO PROB STAT INF,"ZIMMERMAN, AARON E.",40,2,12,11,9,4,1,,1,,,,,,3.2
2013-14,20142 (Spring 2014),STAT 390 A,PROB STAT ENG SCI,"MARZBAN, CAREN",38,3,4,5,8,5,6,,1,3,1,,,2,2.7
2013-14,20142 (Spring 2014),STAT 391 A,PROB STAT FOR C SCI,"MEILA, MARINA",39,5,18,11,3,1,1,,,,,,,,3.4
2013-14,20142 (Spring 2014),STAT 403 A,RESAMPLING INFER,VLADIMIR MININ,21,6,13,1,1,,,,,,,,,,3.7
2013-14,20142 (Spring 2014),STAT 527 A,NONPARA REGRESSION,"FOX, EMILY B",19,3,8,6,1,,,,,,,,,1,3.5
2013-14,20142 (Spring 2014),STAT 534 A,STAT COMPUTING,"DOBRA, ADRIAN",17,10,4,1,,,,,,,,,,2,3.8
2013-14,20142 (Spring 2014),STAT 534 B,STAT COMPUTING,"DOBRA, ADRIAN",17,14,2,1,,,,,,,,,,,3.8
2013-14,20142 (Spring 2014),STAT 583 A,ADV THRY STAT INFER,"DRTON, MATHIAS",22,5,10,5,2,,,,,,,,,,3.5
2013-14,20142 (Spring 2014),STAT 593 B,SPEC TOP STAT,"STUETZLE, WERNER",17,6,5,4,1,,,,,,,,,1,3.6
2013-14,20142 (Spring 2014),SWA 103 A,BASIC SWAHILI,"WAITA, JACQUELINE N.",17,11,4,2,,,,,,,,,,,3.8
2013-14,20142 (Spring 2014),SWA 103 B,BASIC SWAHILI,"WAITA, JACQUELINE N.",16,5,5,1,3,,1,,,,,,,1,3.5
2013-14,20142 (Spring 2014),SWED 103 A,ELEMENTARY SWEDISH,"ERIKSSON, KARIN",14,2,9,3,,,,,,,,,,,3.6
2013-14,20142 (Spring 2014),TAGLG 103 B,BASIC TAGALOG,"ATIENZA, RICHARD",27,24,2,1,,,,,,,,,,,3.9
2013-14,20142 (Spring 2014),TMMBA 504 A,COMPET STRATEGY,"TAN, DAVID",38,6,13,17,2,,,,,,,,,,3.5
2013-14,20142 (Spring 2014),TMMBA 504 B,COMPET STRATEGY,"TAN, DAVID",40,5,24,8,3,,,,,,,,,,3.5
2013-14,20142 (Spring 2014),TMMBA 510 A,LEADERSHIP DVLPMNT,"AVOLIO, BRUCE",38,25,13,,,,,,,,,,,,3.8
2013-14,20142 (Spring 2014),TMMBA 510 B,LEADERSHIP DVLPMNT,"AVOLIO, BRUCE",40,38,2,,,,,,,,,,,,3.9
2013-14,20142 (Spring 2014),TMMBA 512 A,CORP FIN STRAT,"DETZEL, ANDREW L",38,13,18,4,3,,,,,,,,,,3.6
2013-14,20142 (Spring 2014),TMMBA 512 B,CORP FIN STRAT,"YOUNG, LANCE A",40,14,19,4,3,,,,,,,,,,3.6
2013-14,20142 (Spring 2014),TMMBA 524 A,LEAD ORG CHANGE,"JOHNSON, MICHAEL",35,5,17,6,5,2,,,,,,,,,3.5
2013-14,20142 (Spring 2014),TMMBA 524 B,LEAD ORG CHANGE,"JOHNSON, MICHAEL",33,10,6,9,4,4,,,,,,,,,3.4
2013-14,20142 (Spring 2014),TMMBA 528 A,CURR ISSUES IN MGT,"BOYER, ANDY",35,6,21,7,1,,,,,,,,,,3.5
2013-14,20142 (Spring 2014),TMMBA 528 B,CURR ISSUES IN MGT,"BOYER, ANDY",33,6,22,5,,,,,,,,,,,3.6
2013-14,20142 (Spring 2014),URBDP 200 A,INTRO URBANIZATION,"PURCELL, MARK H.",80,8,34,9,8,9,,,4,1,2,,4,1,3.0
2013-14,20142 (Spring 2014),URBDP 300 A,INTRO TO URBAN PLAN,"BASSOK, ALON",97,7,47,17,8,7,2,,1,1,,,6,1,3.1
2013-14,20142 (Spring 2014),URBDP 370 A,READING THE CITY,"RYAN, DENNIS M",20,5,9,3,1,,,1,,,,,,1,3.5
2013-14,20142 (Spring 2014),URBDP 561 A,URB EC & PUBLIC POL,"SHEN, QING",15,5,9,1,,,,,,,,,,,3.7
2013-14,20142 (Spring 2014),URBDP 565 A,AMERICAN URBAN HIST,"CHALANA, MANISH",17,2,13,1,,1,,,,,,,,,3.6
2013-14,20142 (Spring 2014),URBDP 573 A,DIGITAL DESIGN,"CHALANA, MANISH",13,3,5,3,2,,,,,,,,,,3.5
2013-14,20142 (Spring 2014),URBDP 576 A,PEDESTRIAN TRAVEL,"VERNEZ MOUDON, ANNE",14,3,11,,,,,,,,,,,,3.7
2013-14,20142 (Spring 2014),URBDP 580 A,LEGAL & ADMIN FRAME,"WOLFE, CHARLES R.",43,3,20,16,3,,,,,,,,,1,3.4
2013-14,20142 (Spring 2014),VIET 313 A,ADVANCED VIETNAMESE,"NGUYEN, CHI LINH",26,23,3,,,,,,,,,,,,3.9
2013-14,20143 (Summer 2014),A A 210 A,ENGR STATICS,"GOLINGO, RAYMOND",39,5,6,8,7,3,3,2,1,,,,,4,3.1
2013-14,20143 (Summer 2014),A A 260 A,THERMODYNAMICS,"KNOWLEN, CARL",33,3,4,5,5,4,3,1,3,,,,,5,2.9
2013-14,20143 (Summer 2014),AAS 101 A,ASIAN-AM CULTURE,"SO, CONNIE C.",16,4,1,4,2,,1,3,,,,,,1,3.1
2013-14,20143 (Summer 2014),AAS 206 A,CONTEMP PROB AS AM,"SO, CONNIE C.",16,2,1,8,3,2,,,,,,,,,3.2
2013-14,20143 (Summer 2014),ACCTG 215 A,ACCTG & FIN REPRTNG,"ANTHONY, RYAN J",121,6,29,23,9,22,6,5,8,,,,3,10,2.9
2013-14,20143 (Summer 2014),ACCTG 225 A,MANAGERIAL ACCTG,"ERNST, RORY",25,5,2,2,7,4,,2,,,,,,3,3.1
2013-14,20143 (Summer 2014),ACCTG 311 A,COST ACCOUNTING,"JOHNS, THERESA T.",33,10,6,4,5,1,2,2,1,,,1,,1,3.2
2013-14,20143 (Summer 2014),ACCTG 321 A,TAX EFF OF BUS DECS,"RESLER, WILLIAM",36,9,16,7,1,1,,,,,,,1,1,3.5
2013-14,20143 (Summer 2014),ACCTG 411 A,AUDIT STANDRDS PRIN,"PHILLIPS, THOMAS",24,1,8,4,10,1,,,,,,,,,3.2
2013-14,20143 (Summer 2014),ACCTG 505 A,ANLYS ACCTG PRINCPL,"PHILLIPS, THOMAS",38,3,19,8,7,1,,,,,,,,,3.4
2013-14,20143 (Summer 2014),ACCTG 560 A,TOPICS/PROF ACCTG,"THORNOCK, JAKE",23,5,9,6,3,,,,,,,,,,3.5
2013-14,20143 (Summer 2014),AIS 110 A,MUS TRADS NATIVE NA,"URAN, CHAD S",13,7,3,1,1,1,,,,,,,,,3.6
2013-14,20143 (Summer 2014),AIS 335 A,AMER IND & THE LAW,"COTE, CHARLOTTE",18,6,10,,,,,,,,,,,2,3.8
2013-14,20143 (Summer 2014),AMATH 301 A,BEG SCI COMPUTING,"SWIERCZEWSKI, CHRISTOPHER",67,20,18,8,7,5,1,,1,,,,2,5,3.3
2013-14,20143 (Summer 2014),AMATH 351 A,DIFF EQUATIONS,"THOMPSON, LOWELL F.",20,4,5,,,3,1,2,,1,3,,1,,2.6
2013-14,20143 (Summer 2014),AMATH 352 A,LINR ALG & NUM ANLY,"YE, XIAOFENG",20,3,6,1,2,1,1,,,1,,,3,2,2.7
2013-14,20143 (Summer 2014),AMATH 383 A,INTRODUCT MODELING,"KOTAS, JAKOB J.",26,,8,9,3,2,,,,,1,,1,2,3.0
2013-14,20143 (Summer 2014),ANTH 215 A,MED ANTH/ GLBL HLTH,"INGUANE, CELSO AZARIAS",26,24,2,,,,,,,,,,,,3.9
2013-14,20143 (Summer 2014),ANTH 269 A,SPECIAL TOPICS,"HOLLIDAY, AVA",14,4,3,1,1,2,,2,,,,,,1,3.2
2013-14,20143 (Summer 2014),ANTH 305 A,ANTHROP OF THE BODY,"CARROLL, JENNIFER J",33,3,11,8,3,6,,1,,,,,,1,3.2
2013-14,20143 (Summer 2014),ANTH 322 A,COMPAR STUDY DEATH,"TILLAND, BONNIE",18,3,8,2,,,1,,,,,1,,3,3.4
2013-14,20143 (Summer 2014),ANTH 360 B,POPULAR CULTURE ANTH,"CHAN, CHRISTOPHER",20,10,7,1,,,,,,,,,,2,3.8
2013-14,20143 (Summer 2014),ARAB 401 A,INTENSIVE ELEM ARAB,"AHMED, KHALID A",14,4,1,1,,1,,3,,,1,,2,1,2.5
2013-14,20143 (Summer 2014),ARCH 151 A,APPREC OF ARCH II,"BORYS, ANNMARIE",47,18,1,4,3,9,2,4,,3,,,1,2,3.0
2013-14,20143 (Summer 2014),ARCH 418 A,WATERCOLOR DRAWING,"KASPRISIN, RONALD J",14,14,,,,,,,,,,,,,3.9
2013-14,20143 (Summer 2014),ARCH 498 D,SPECIAL PROJECTS,"RISKE, CASEY J",20,3,13,,1,1,1,,,,,,,1,3.5
2013-14,20143 (Summer 2014),ARCHY 205 A,PRINCIPLES OF ARCHY,"CARLSON, DAVID R",29,9,12,1,2,2,,1,,,,,1,1,3.4
2013-14,20143 (Summer 2014),ART 131 A,ART&DESIGN APPROCHS,"ROESLER, AXEL",16,,12,2,1,,,,,,,,1,,3.3
2013-14,20143 (Summer 2014),ART 140 A,BASIC PHOTO,"CARPENTER, PHILLIP",20,20,,,,,,,,,,,,,4.0
2013-14,20143 (Summer 2014),ART 140 B,BASIC PHOTO,"FREEMAN, JOSEPH A",18,9,5,,,1,,,,,,,,3,3.7
2013-14,20143 (Summer 2014),ART 140 C,BASIC PHOTO,"GARVENS, ELLEN J",19,1,8,9,,,,,,,,,1,,3.3
2013-14,20143 (Summer 2014),ART 140 D,BASIC PHOTO,"PETERS, TIFFANY",21,1,18,2,,,,,,,,,,,3.6
2013-14,20143 (Summer 2014),ART 190 A,INTRO TO DRAWING,"O'TOOLE, HELEN J.",21,2,13,5,,1,,,,,,,,,3.5
2013-14,20143 (Summer 2014),ART 190 B,INTRO TO DRAWING,"O'TOOLE, HELEN J.",21,6,13,1,,,,,,,,,,1,3.7
2013-14,20143 (Summer 2014),ART 190 C,INTRO TO DRAWING,"LIN, ZHI",18,2,11,3,1,,,,,,,,,1,3.5
2013-14,20143 (Summer 2014),ART 201 A,CERAMIC HANDBUILDNG,"JECK, DOUGLAS A.",17,5,8,1,1,,1,,,,,,,1,3.6
2013-14,20143 (Summer 2014),ART 202 B,CERAM WHEEL THROWING,"BASINGER, ALICIA M",17,16,,1,,,,,,,,,,,3.9
2013-14,20143 (Summer 2014),ART 202 C,CERAM WHEEL THROWING,"HOEPPNER, ANDREW J",20,19,,,,,1,,,,,,,,3.9
2013-14,20143 (Summer 2014),ART 246 A,WORKS ON PAPER,"LABITZKE, CURT W",14,9,3,,,,,,,,,,,2,3.9
2013-14,20143 (Summer 2014),ART 291 A,BEG DRAWING TOPICS,"AHN, SANGGYEUN",14,1,11,2,,,,,,,,,,,3.6
2013-14,20143 (Summer 2014),ART 350 A,PRINTMKG SPEC PROJ,"COWIE, CLAIRE M.",14,6,2,3,,1,,1,,,,,,1,3.5
2013-14,20143 (Summer 2014),ART 351 B,FURNITURE DESIGN,"NICHOLLS, JIM",13,3,6,1,3,,,,,,,,,,3.5
2013-14,20143 (Summer 2014),ART H 203 A,SURV WEST ART-MOD,"RICE, KOLYA M.",16,2,10,2,,2,,,,,,,,,3.5
2013-14,20143 (Summer 2014),ART H 212 A,CHINESE ART,"WANG, HAICHENG",30,4,11,7,3,3,1,1,,,,,,,3.3
2013-14,20143 (Summer 2014),ART H 311 A,ART IMPERIAL CHINA,"WANG, HAICHENG",21,1,2,1,3,3,2,,1,1,4,,2,1,2.1
2013-14,20143 (Summer 2014),ART H 381 A,ART SINCE WW II,"RICE, KOLYA M.",26,5,15,3,2,,,,,,,,1,,3.4
2013-14,20143 (Summer 2014),ASL 134 A,INTENS FIRST YR ASL,"BATEH, RAYMOND",13,7,,2,1,2,,,,,,,,1,3.5
2013-14,20143 (Summer 2014),ASTR 101 A,ASTRONOMY,"LARSON, ANA M.",15,2,3,1,,2,3,2,,,,,,2,2.9
2013-14,20143 (Summer 2014),ASTR 101 B,ASTRONOMY,"LARSON, ANA M.",19,6,2,3,,1,2,1,1,,1,,1,1,2.9
2013-14,20143 (Summer 2014),B A 500 A,BUSINESS ADMIN I,"TURNER, DAN",17,,12,5,,,,,,,,,,,3.5
2013-14,20143 (Summer 2014),B CMU 301 A,STRATEGIC CMU,"WHELAN, JOHN (JACK)",18,,5,7,3,1,,,,,,,,2,3.3
2013-14,20143 (Summer 2014),B CMU 301 B,STRATEGIC CMU,"WHELAN, JOHN (JACK)",25,,9,13,1,,,,,,,,1,1,3.3
2013-14,20143 (Summer 2014),B ECON 300 A,MANAGERIAL ECON,"MALOY, FRANCES",38,7,5,11,9,2,1,1,,,,,,2,3.2
2013-14,20143 (Summer 2014),BIOL 100 A,INTRODCTRY BIOLOGY,"MARTIN-MORRIS, LINDA E",17,1,4,3,4,1,1,2,1,,,,,,2.9
2013-14,20143 (Summer 2014),BIOL 118 A,SURVEY OF PHYSIOL,"OAKLEY, AMY E",64,7,14,11,8,11,1,2,2,2,3,,1,2,2.9
2013-14,20143 (Summer 2014),BIOL 119 A,ELEM PHYSIOL LAB,"OAKLEY, AMY E",15,3,4,3,3,,1,1,,,,,,,3.3
2013-14,20143 (Summer 2014),BIOL 119 B,ELEM PHYSIOL LAB,"OAKLEY, AMY E",14,1,4,8,1,,,,,,,,,,3.3
2013-14,20143 (Summer 2014),BIOL 180 A,INTRO BIOLOGY,"CHANG, CYNTHIA",151,11,24,14,22,23,17,14,8,8,3,,5,2,2.6
2013-14,20143 (Summer 2014),BIOL 200 A,INTRO BIOL,"WIGGINS, BEN",64,6,13,8,11,11,5,3,1,3,,1,1,1,2.9
2013-14,20143 (Summer 2014),BIOL 200 B,INTRO BIOL,"WIGGINS, BEN",46,1,7,7,9,5,5,4,1,2,,,2,3,2.7
2013-14,20143 (Summer 2014),BIOL 220 A,INTRO BIOL,"MCABEE, JESSICA",144,10,18,22,15,30,16,12,11,2,1,1,2,4,2.7
2013-14,20143 (Summer 2014),BIOL 317 A,PLANT CLASS & IDENT,"LU-IRVING, PATRICIA",31,8,9,,1,3,3,2,2,,1,1,1,,2.9
2013-14,20143 (Summer 2014),BIOL 350 A,FOUNDTNS PHYSIOLOGY,"OWENS, KELLY N.",43,4,11,7,5,8,1,2,2,1,,,1,1,2.9
2013-14,20143 (Summer 2014),BIOL 355 A,FNDATION MOL CEL BIO,"BUCHWITZ, BRIAN J.",58,7,16,14,9,8,2,,,,1,,,1,3.2
2013-14,20143 (Summer 2014),BIOL 356 A,FNDATNS IN ECOLOGY,"KROISS, STEVEN J",24,1,6,1,4,3,7,1,1,,,,,,2.8
2013-14,20143 (Summer 2014),BIOL 432 A,MARINE INVERT ZOOL,"PADILLA, DIANNA KAE",13,5,6,2,,,,,,,,,,,3.7
2013-14,20143 (Summer 2014),BIOL 434 A,INVERTEBRATE ZOOL,"SCHIVELL, AMANDA",30,4,7,7,5,2,,1,2,,,,2,,3.0
2013-14,20143 (Summer 2014),BIOL 440 A,GENERAL MYCOLOGY,"AMMIRATI, JOSEPH F",46,3,19,21,2,1,,,,,,,,,3.4
2013-14,20143 (Summer 2014),BIOL 452 A,VERTEBRATE BIOLOGY,"PETERSEN, KAREN E",35,3,4,10,6,3,4,1,2,,,,2,,2.8
2013-14,20143 (Summer 2014),BIOL 459 A,DEVLPMNTL NEUROBIOL,"BOSMA, MARTHA",32,2,16,6,6,1,,,1,,,,,,3.4
2013-14,20143 (Summer 2014),BIOL 533 F,ADV ORG BIOL,"SUMMERS, ADAM P.",13,9,3,,1,,,,,,,,,,3.8
2013-14,20143 (Summer 2014),BSE 190 A,SPECIAL TOPICS,"HODGSON, KEVIN",23,2,6,4,9,1,,,,,,,,1,3.3
2013-14,20143 (Summer 2014),BSE 190 B,SPECIAL TOPICS,"BURA, RENATA",26,11,9,1,2,,,,1,,,,,2,3.6
2013-14,20143 (Summer 2014),BSE 211 A,CREATIVITY & SOCIETY,"ALLAN, G GRAHAM",56,8,34,7,1,2,2,,,,,,1,1,3.5
2013-14,20143 (Summer 2014),C LIT 301 A,FILM THRY: ANALYSIS,SUDHIR MAHADEVAN,17,2,6,4,2,3,,,,,,,,,3.3
2013-14,20143 (Summer 2014),C LIT 312 A,FILM HST: 1960-1988,TAMARA N COOPER,17,10,5,,,1,,,1,,,,,,3.6
2013-14,20143 (Summer 2014),C LIT 315 B,NATIONAL CINEMAS,TAMARA N COOPER,17,10,1,1,2,,1,1,1,,,,,,3.4
2013-14,20143 (Summer 2014),CEE 220 A,INTRO MECH OF MATLS,"MACKENZIE, PETER",25,5,5,5,2,3,1,1,,1,,,1,1,3.0
2013-14,20143 (Summer 2014),CFRM 460 A,MATH METHODS FOR QF,"KONIS, KJELL P",13,2,3,2,,1,,1,,1,,,2,1,2.6
2013-14,20143 (Summer 2014),CFRM 461 B,COMP FIN PROB STATS,"KONIS, KJELL P",16,1,5,3,2,1,1,,,,,,,3,3.3
2013-14,20143 (Summer 2014),CFRM 461 C,COMP FIN PROB STATS,"KONIS, KJELL P",28,9,10,5,2,,,,,,,,1,1,3.5
2013-14,20143 (Summer 2014),CFRM 462 A,INTRO CMPFIN/FINECN,"ZIVOT, ERIC",20,8,9,1,,,,,1,,,,,1,3.6
2013-14,20143 (Summer 2014),CFRM 500 C,SPEC STDY COMP FIN,"CARINO, DAVID R.",13,7,5,1,,,,,,,,,,,3.8
2013-14,20143 (Summer 2014),CFRM 551 C,TRADING SYSTEMS,"YOLLIN, GUY",14,10,3,1,,,,,,,,,,,3.8
2013-14,20143 (Summer 2014),CHEM 120 A,PRINCIPLES OF CHEM I,"HEINEKEY, D MICHAEL",18,2,5,3,2,1,3,,1,,,,,1,3.0
2013-14,20143 (Summer 2014),CHEM 142 A,GENERAL CHEMISTRY,"THORSEN, AMANDA LEIGH",72,5,9,8,5,10,11,4,6,2,,3,2,7,2.6
2013-14,20143 (Summer 2014),CHEM 152 A,GENERAL CHEMISTRY,"O'MALLEY, KEVIN M.",73,4,5,7,9,14,7,5,8,4,2,3,2,3,2.4
2013-14,20143 (Summer 2014),CHEM 162 A,GENERAL CHEMISTRY,"CARROLL, ANDREA D.",116,6,7,12,17,25,16,12,11,4,2,,2,2,2.5
2013-14,20143 (Summer 2014),CHEM 223 A,ORG CHEM SHORT PROG,"BOYDSTON, ANDREW JACKSON",78,5,17,8,6,8,9,13,9,,,1,,2,2.7
2013-14,20143 (Summer 2014),CHEM 224 A,ORG CHEM SHORT PROG,"BOYDSTON, ANDREW JACKSON",66,7,8,7,5,7,12,6,10,,,,,4,2.7
2013-14,20143 (Summer 2014),CHEM 237 A,ORGANIC CHEMISTRY,"CLARY, SCOTT T.",104,10,19,8,15,18,15,4,9,,,,,6,2.9
2013-14,20143 (Summer 2014),CHEM 238 A,ORGANIC CHEMISTRY,"SASAKI, TOMIKAZU",46,6,4,2,4,6,6,5,4,3,1,1,,4,2.5
2013-14,20143 (Summer 2014),CHEM 239 A,ORGANIC CHEMISTRY,"CLARY, SCOTT T.",183,14,18,26,33,27,15,10,15,8,2,4,2,9,2.7
2013-14,20143 (Summer 2014),CHEM 241 A,ORGANIC CHEM LAB,"ELANGOVAN, SAMY",45,10,5,11,6,4,1,3,,1,,1,2,1,3.0
2013-14,20143 (Summer 2014),CHEM 242 A,ORGANIC CHEM LAB,"ELANGOVAN, SAMY",150,28,32,26,17,19,11,9,2,1,,,4,1,3.1
2013-14,20143 (Summer 2014),CHEM 312 A,INORGANIC CHEMISTRY,"WITTMAN, JESSICA MARIE",48,5,10,5,12,1,2,1,3,3,,2,3,1,2.7
2013-14,20143 (Summer 2014),CHEM 321 A,QUANTITATIVE ANLYS,"FURUTANI, TRACY T",27,7,3,4,3,7,1,,1,,,,,1,3.2
2013-14,20143 (Summer 2014),CHEM 452 A,PHYS CHEM BIOC I,"DROBNY, GARY P",32,3,6,4,8,3,1,1,1,,,,2,3,2.9
2013-14,20143 (Summer 2014),CHEM 456 A,PHYSICAL CHEMISTRY,"DROBNY, GARY P",23,1,6,5,3,2,2,2,,,,,2,,2.8
2013-14,20143 (Summer 2014),CHID 110 A,QUESTION OF HUM NAT,"SCHENOLD, TERRENCE E",29,4,14,4,3,,,,,,,,,4,3.5
2013-14,20143 (Summer 2014),CHIN 134 A,1ST-YR INT CHIN-NH,"YU, LIPING",24,5,10,2,1,2,,,,,,,2,2,3.2
2013-14,20143 (Summer 2014),CHIN 234 A,2ND-YR INT CHIN-NH,"CAO, YU QING",17,6,7,2,1,1,,,,,,,,,3.6
2013-14,20143 (Summer 2014),CHSTU 101 A,INTRO CHICANO STDY,"GAMBOA, ERASMO",17,4,4,2,1,,1,2,,1,,,,2,3.1
2013-14,20143 (Summer 2014),CLAS 101 A,LAT & GRK CURR USE,"O'DONALD, MEGAN APRIL",21,8,5,1,2,1,,,,,,,1,3,3.4
2013-14,20143 (Summer 2014),CLAS 101 B,LAT & GRK CURR USE,"MILLER, DANIEL ABRAHAM",19,7,5,2,1,2,,,,,2,,,,3.3
2013-14,20143 (Summer 2014),CLAS 101 C,LAT & GRK CURR USE,"O'DONALD, MEGAN APRIL",18,8,4,,3,1,1,,,,,,1,,3.3
2013-14,20143 (Summer 2014),CLAS 101 D,LAT & GRK CURR USE,"MILLER, DANIEL ABRAHAM",22,14,4,,,4,,,,,,,,,3.7
2013-14,20143 (Summer 2014),CLAS 101 E,LAT & GRK CURR USE,"GOREY, MATTHEW M",21,4,7,3,3,1,,,,,,,,3,3.5
2013-14,20143 (Summer 2014),CLAS 101 F,LAT & GRK CURR USE,"GOREY, MATTHEW M",19,8,4,1,2,4,,,,,,,,,3.5
2013-14,20143 (Summer 2014),CLAS 101 H,LAT & GRK CURR USE,"PACKEL, ADRIAN D",22,12,3,2,,1,1,1,,,,,1,1,3.4
2013-14,20143 (Summer 2014),CLAS 101 J,LAT & GRK CURR USE,"PACKEL, ADRIAN D",22,18,1,2,,,1,,,,,,,,3.8
2013-14,20143 (Summer 2014),CLAS 205 A,BIOSCIENTIFIC VOCAB,"DAS, ALLISON E.",19,9,3,1,5,,1,,,,,,,,3.5
2013-14,20143 (Summer 2014),CLAS 205 B,BIOSCIENTIFIC VOCAB,"KAPTEYN, JESSICA L.",14,8,5,,1,,,,,,,,,,3.8
2013-14,20143 (Summer 2014),CLAS 205 C,BIOSCIENTIFIC VOCAB,"CARLSON, RACHEL, D.",20,10,3,1,2,2,1,,,1,,,,,3.4
2013-14,20143 (Summer 2014),CLAS 205 D,BIOSCIENTIFIC VOCAB,"CARLSON, RACHEL, D.",16,6,5,2,1,2,,,,,,,,,3.6
2013-14,20143 (Summer 2014),CLAS 205 H,BIOSCIENTIFIC VOCAB,"ZIENTEK, LAURA",13,4,6,2,1,,,,,,,,,,3.6
2013-14,20143 (Summer 2014),CLAS 430 A,GRK & ROM MYTHOLOGY,"STROUP, SARAH",31,12,10,5,,2,,,1,,,,,1,3.5
2013-14,20143 (Summer 2014),CM 320 A,CONST CONTR DOCS,"HOLM, LEN",20,1,11,6,1,1,,,,,,,,,3.4
2013-14,20143 (Summer 2014),CM 450 A,CONST PROJECT MGMT,"ABDEL AZIZ, AHMED",19,6,7,1,1,2,,,1,,,,,1,3.4
2013-14,20143 (Summer 2014),CM 535 A,RSCH MTDS IN CONST,"LIN, KEN-YU",21,3,13,5,,,,,,,,,,,3.5
2013-14,20143 (Summer 2014),CM 598 A,SPECIAL TOPICS,"KIM, YONG-WOO",19,3,8,4,3,1,,,,,,,,,3.4
2013-14,20143 (Summer 2014),COM 201 B,INTRO TO COMM I,"FELLER, TRACI",27,3,6,3,7,2,,3,2,,,,1,,2.9
2013-14,20143 (Summer 2014),COM 201 C,INTRO TO COMM I,"CORTEZ, ELIZABETH B",22,7,4,4,2,1,1,1,1,,,1,,,3.2
2013-14,20143 (Summer 2014),COM 202 B,INTRO TO COMM II,"MCCLEAREN, JENNIFER R.",26,5,11,7,2,,,,,,,,1,,3.4
2013-14,20143 (Summer 2014),COM 220 A,INTRO TO PUBLIC SPK,"PERAGINE, JESSICA L.",20,4,4,1,3,2,2,1,2,,,,,1,3.0
2013-14,20143 (Summer 2014),COM 220 B,INTRO TO PUBLIC SPK,"LIPPMAN HOSKINS, MARGEAUX BETH",22,10,2,4,2,1,1,,1,,,,1,,3.3
2013-14,20143 (Summer 2014),COM 220 C,INTRO TO PUBLIC SPK,"MCGARRITY, MATT",21,4,8,5,1,2,,,,,,1,,,3.3
2013-14,20143 (Summer 2014),COM 238 A,RHETORIC & POP CLTR,"HAROLD, CHRISTINE",28,6,9,7,1,3,2,,,,,,,,3.3
2013-14,20143 (Summer 2014),COM 270 A,INTERPERSONAL CMU,"HARVEY, JACQUELYN A.",24,4,8,5,4,2,,,,,,,,1,3.4
2013-14,20143 (Summer 2014),COM 270 B,INTERPERSONAL CMU,"STOFLETH, DANIEL E.",26,16,7,,2,1,,,,,,,,,3.7
2013-14,20143 (Summer 2014),COM 289 A,COMM & DIFFERENCE,"FEARN-BANKS, KATHLEEN",20,1,11,4,3,1,,,,,,,,,3.4
2013-14,20143 (Summer 2014),COM 301 A,NAVIGAT INFO NETWKS,"BELLINGER, MATTHEW",22,3,6,4,4,3,,,1,,,,,1,3.2
2013-14,20143 (Summer 2014),COM 301 B,NAVIGAT INFO NETWKS,"JOHNSON, COURTNEY N.",22,9,9,,3,,,,1,,,,,,3.6
2013-14,20143 (Summer 2014),COM 322 B,GLOBAL COMMUNICATN,"YASIN, EKIN",15,5,7,2,,,,,,,,,,1,3.7
2013-14,20143 (Summer 2014),COM 333 B,CONTEMP RHET THEORY,"HAROLD, CHRISTINE",16,2,9,5,,,,,,,,,,,3.5
2013-14,20143 (Summer 2014),COM 343 A,EFFECTS OF MASS CMU,"SPRATT, MARGARET",20,7,4,2,2,2,,,1,,,1,,1,3.2
2013-14,20143 (Summer 2014),COM 351 A,INTERVIEWING,"MOON, RUTH C.",24,1,4,2,5,5,6,,,,1,,,,2.8
2013-14,20143 (Summer 2014),COM 359 A,WRIT MASS MEDIA,"OTANEZ, ANDREA",17,4,6,4,,,1,,,,,1,,1,3.4
2013-14,20143 (Summer 2014),COM 359 B,WRIT MASS MEDIA,"SPRATT, MARGARET",18,4,2,3,2,4,1,,,1,,,1,,2.9
2013-14,20143 (Summer 2014),COM 420 A,COMP MEDIA SYSTEMS,"HOWARD, PHILIP N",13,5,2,4,1,,,,,,,1,,,3.3
2013-14,20143 (Summer 2014),COM 431 A,RHETORICAL CRITICISM,"COLEMAN, MILES C.",18,2,7,3,1,1,,1,,,,,2,1,3.0
2013-14,20143 (Summer 2014),COM 440 A,MASS MEDIA LAW,"KIELBOWICZ, RICHARD B",18,4,2,5,1,3,,2,,,,,,1,3.2
2013-14,20143 (Summer 2014),COM 444 A,PUB RELTN & SOCIETY,"FEARN-BANKS, KATHLEEN",28,3,12,11,1,,,,,,,,,1,3.5
2013-14,20143 (Summer 2014),COM 597 A,SPECIAL TOPICS,"AVNI, ROBIN F",18,13,5,,,,,,,,,,,,3.8
2013-14,20143 (Summer 2014),COM 597 B,SPECIAL TOPICS,"STEEL, BRIAN L.",14,14,,,,,,,,,,,,,3.9
2013-14,20143 (Summer 2014),CSE 142 A,COMPUTER PRGRMNG I,"FUNG, ZORAH L",165,16,26,21,18,17,8,12,7,,3,2,18,17,2.5
2013-14,20143 (Summer 2014),CSE 143 A,COMPUTER PRGRMNG II,"QUINN, KEVIN C",100,8,18,11,13,12,9,2,6,2,1,2,3,13,2.8
2013-14,20143 (Summer 2014),CSE 333 A,SYSTEMS PROGRAMMING,"PERKINS, HAL",27,7,8,8,1,,,,1,,,,,2,3.5
